soru,cevap
Kanıtların yok edilmesi ne anlama gelmektedir ve bu durum nasıl gerçekleşebilir?,"Kanıtların yok edilmesi, şüpheli veya sanığın suçla ilişkilendirilebilecek materyalleri yok etmeye çalışması anlamına gelmektedir ve bu, evrakların yakılması, dijital verilerin silinmesi veya önemli belgelerin imha edilmesi gibi yöntemlerle gerçekleştirilebilir."
Şüpheli veya sanığın kanıtları gizleme çabası ne tür bir durumu ifade eder?,"Şüpheli veya sanığın kanıtları gizleme çabası, suçla ilişkilendirilebilecek belgeleri veya diğer kanıtları saklamaya çalışması durumunu ifade eder ve bu, kanıtın saklanması veya diğer kişilerden uzak tutulmasıyla olabilir."
Kanıtların değiştirilmesi ne şekilde gerçekleşebilir ve bu durumun önemi nedir?,"Kanıtların değiştirilmesi, şüpheli veya sanığın mevcut kanıtları değiştirerek suçla ilişkilendirilebilecek durumu değiştirmeye çalışması anlamına gelir ve bu, belgelerin sahte belgelerle değiştirilmesi veya diğer kanıtların manipüle edilmesiyle gerçekleştirilebilir. Bu durum, hakimin tutuklama kararı verirken delilleri karartma şüphesini değerlendirmesine yardımcı olur."
Ceza Muhakemesi Kanunu'na göre tutuklama sebepleri nelerdir ve bu sebeplerin varlığı nasıl değerlendirilir?,"Ceza Muhakemesi Kanunu'na göre tutuklama sebepleri genel olarak iki ana sebep olarak sayılmakta, ancak belirli suçlar için tutuklama sebebinin varsayıldığı ifade edilmektedir. Bu sebeplerin varlığı, somut delillere dayanan kuvvetli şüphe sebeplerinin bulunması durumunda değerlendirilir."
Katalog suçlar nedir ve bu suçların tutuklama kararına etkisi nedir?,"Katalog suçlar, belirli suçlar bakımından tutuklama sebebinin varsayıldığı suçlardır. Bu suçların varlığı, tutuklama sebeplerinin varlığına dair güçlü bir işaret olarak kabul edilir, ancak hâkim tutuklama kararı verirken yine bir araştırma yapmalıdır."
Tutuklama sebebi varsayılan suçlar arasında hangi suçlar bulunmaktadır?,"Tutuklama sebebi varsayılan suçlar arasında soykırım, kasten öldürme, işkence, cinsel saldırı, çocukların cinsel istismarı, uyuşturucu veya uyarıcı madde imal ve ticareti, suç işlemek amacıyla örgüt kurma, devletin güvenliğine karşı suçlar ve çeşitli diğer suçlar yer almaktadır."
"Hâkim, tutuklama kararı verirken hangi unsurları dikkate almalıdır?","Hâkim, tutuklama kararı verirken tutuklama sebeplerinin varlığına dair somut delillere dayanan kuvvetli şüphe sebeplerini dikkate almalı ve bu suçların varlığına ilişkin bir araştırma yapmalıdır."
Tutuklama kararı verilebilmesi için hangi koşulun sağlanması gerekmektedir?,Tutuklama kararı verilebilmesi için tutuklama yasağı olmaması gerekir.
"Ceza Muhakemeleri Kanunu'nun 100/4 maddesi, tutuklama kararı verilemeyecek durumları nasıl tanımlamaktadır?","Ceza Muhakemeleri Kanunu'nun 100/4 maddesi, tutuklama kararı verilemeyecek durumları net bir şekilde ifade etmektedir."
Hangi suçlar için tutuklama kararı verilemez?,"Sadece adlî para cezasını gerektiren suçlar veya vücut dokunulmazlığına karşı kasten işlenenler hariç, hapis cezasının üst sınırı iki yıldan fazla olmayan suçlar için tutuklama kararı verilemez."
Tutuklama kararı vermenin hukuka aykırı olduğu durumlar nelerdir?,"Tutuklama kararı vermek, sadece adli para cezasını gerektiren veya öngörülen hapis cezasının üst sınırı iki yılı aşmayan suçlar söz konusuysa hukuka aykırıdır."
Tutuklama kararı hangi aşamalarda verilebilir ve bu aşamalarda kimler rol oynar?,"Tutuklama kararı, hem kovuşturma aşamasında hem de soruşturma aşamasında verilebilir. Soruşturma aşamasında tutuklama kararı, Cumhuriyet savcısının talebi üzerine sulh ceza hâkimi tarafından verilmektedir."
Soruşturma aşamasında tutuklama kararı vermek için hangi şartların sağlanması gerekmektedir?,"Soruşturma aşamasında tutuklama kararı vermek için Cumhuriyet savcısının talepte bulunması gerekmektedir. Ayrıca, hâkimin kendiliğinden tutuklama kararı vermesi mümkün değildir."
"Soruşturma aşamasında adli kontrol tedbiri uygulanmışsa, hâkim tutuklama kararı verebilir mi?","Soruşturma aşamasında adli kontrol tedbiri uygulanmışsa, hâkim tutuklama kararı veremeyecektir."
Kovuşturma aşamasında tutuklama kararı verilmesi için hangi koşulların sağlanması gerekmektedir?,"Kovuşturma aşamasında tutuklama kararı verilmesi için, gerek Cumhuriyet savcısının talebi üzerine gerekse de resen tutuklama kararı verilebilmesi gerekmektedir. Ayrıca, tutuklama kararının gerekçeli bir şekilde kuvvetli suç şüphesinin oluştuğunun izah edilmesi de şarttır."
Tutuklama kararının verilmesi sırasında hangi ilkenin göz önünde bulundurulması gerektiği belirtilmiştir?,"Tutuklama kararının verilmesi sırasında, kanun gereği ölçülülük ilkesinin göz önünde bulundurulması gerektiği belirtilmiştir. Bu bağlamda, adli kontrol tedbirinin niçin yetersiz kaldığı da açıklanmalıdır."
Temyiz mahkemesinde tutuklama kararı verilmesinin neden mümkün olmadığı açıklanabilir mi?,"Temyiz mahkemesinde tutuklama kararı verilmesinin nedeni, yeni deliller sunulmasının mümkün olmamasıdır."
İstinaf aşamasında tutuklama kararı verilmesi için hangi koşulların sağlanması gerekmektedir?,"İstinaf aşamasında tutuklama kararı verilmesi için yeni delillerin sunulması, kuvvetli suç şüphesinin oluşması ve tutuklama sebebinin bulunması gerekmektedir."
İstinaf aşamasında sunulabilecek belgeler ve delillerin tutuklama kararına etkisi nedir?,"İstinaf aşamasında sunulabilecek belgeler ve deliller, tutuklama kararının verilmesine olanak tanır, bu nedenle ek delil sunulması mümkündür."
"Soruşturma evresinde tutukluluk süresi, ağır ceza mahkemesinin görevine girmeyen işler için ne kadar süreyle sınırlıdır?","Soruşturma evresinde tutukluluk süresi, ağır ceza mahkemesinin görevine girmeyen işler için altı ay ile sınırlıdır."
Ağır ceza mahkemesinin görevine giren işler bakımından soruşturma evresindeki tutukluluk süresi ne kadardır?,Ağır ceza mahkemesinin görevine giren işler bakımından soruşturma evresindeki tutukluluk süresi bir yılı geçemez.
Türk Ceza Kanunu'na göre hangi suçlar için soruşturma aşamasındaki tutukluluk süresi altı ay daha uzatılabilir?,"Türk Ceza Kanunu'nun İkinci Kitap Dördüncü Kısım Dördüncü, Beşinci, Altıncı ve Yedinci Bölümünde tanımlanan suçlar, Terörle Mücadele Kanunu kapsamındaki suçlar ve toplu olarak işlenen suçlar için soruşturma aşamasındaki tutukluluk süresi altı ay daha uzatılabilir."
Soruşturma aşamasındaki tutukluluk süresi toplamda en fazla ne kadar olabilir?,Soruşturma aşamasındaki tutukluluk süresi toplamda en fazla bir yıl altı ay olabilir.
Ağır ceza mahkemesinin görevine girmeyen işlerde tutukluluk süresi ne kadardır?,Ağır ceza mahkemesinin görevine girmeyen işlerde tutukluluk süresi en çok bir yıldır.
Tutukluluk süresi zorunlu hallerde ne kadar uzatılabilir?,Tutukluluk süresi zorunlu hallerde gerekçeleri gösterilerek altı ay daha uzatılabilir.
Toplamda en fazla ne kadar tutukluluk süresi uygulanabilir?,Toplamda en fazla bir yıl altı ay tutukluluk süresi uygulanabilir.
Ağır ceza mahkemesinin görevine giren işlerde tutukluluk süresi ne kadardır ve bu süre zorunlu hallerde nasıl uzatılabilir?,"Ağır ceza mahkemesinin görevine giren işlerde tutukluluk süresi en çok iki yıldır ve bu süre zorunlu hallerde, gerekçesi gösterilerek üç yıl daha uzatılabilir."
Ağır ceza mahkemelerinde tutukluluk süresi toplamda ne kadar olabilir?,Ağır ceza mahkemelerinde tutukluluk süresi toplamda en çok 5 yıldır.
Türk Ceza Kanunu'na göre hangi suçlar için tutukluluk süresi 7 yılı geçmemek üzere uzatılabilir?,"5237 sayılı Türk Ceza Kanunu'nun İkinci Kitap Dördüncü Kısım Dördüncü, Beşinci, Altıncı ve Yedinci Bölümünde tanımlanan suçlar ile 3713 sayılı Terörle Mücadele Kanunu kapsamına giren suçlar için tutukluluk süresi 7 yılı geçmemek üzere beş yıla kadar uzatılabilir."
Terörle Mücadele Kanunu kapsamındaki suçlarda tutukluluk süresi ne kadar uzatılabilir?,Terörle Mücadele Kanunu kapsamındaki suçlarda tutukluluk süresi beş yıl daha uzatılabilir.
Toplamda en fazla ne kadar tutukluluk süresi uygulanabilir?,Toplamda en fazla 7 yıllık tutukluluk süresi uygulanabilir.
Tutukluluk süresinin uzatılmasının amacı nedir?,"Tutukluluk süresinin uzatılmasının amacı, terörle mücadelede etkin bir şekilde soruşturma ve kovuşturma süreçlerinin yürütülmesini sağlamaktır."
"Tutuklama, Ceza Muhakemesi Kanununda neden en ağır koruma tedbiri olarak tanımlanmaktadır?","Tutuklama, Ceza Muhakemesi Kanununda en ağır koruma tedbiri olarak tanımlanmaktadır çünkü kişi hakkında henüz hüküm kesinleşmeden, yani ceza almadan tutukevine konmakta ve özgürlüğü önemli bir süre boyunca kısıtlanmaktadır."
Koruma tedbirlerinde ölçülülük ilkesinin önemi nedir ve kimler tarafından gözetilmelidir?,"Koruma tedbirlerinde ölçülülük ilkesi, hâkim ve cumhuriyet savcısı bakımından sürekli gözetlenmesi gereken bir husustur, çünkü bu ilke, gereksiz yere tutuklama yapılmasını önlemek için önemlidir."
Tutuklama tedbirine başvurulabilmesi için hangi koşulun sağlanması gerekmektedir?,"Tutuklama tedbirine başvurulabilmesi için kişinin suçu işlediğine dair artık kuvvetli şüphe olması gerekmektedir; bu, kişinin suçu işlediğine dair ciddi bir kanaat taşınması ve somut delillerin varlığının buna işaret etmesi anlamına gelir."
Tutuklamanın amacı nedir ve hangi durumlarda başvurulmaktadır?,"Tutuklamanın amacı, kuvvetli suç şüphesi altında olan kişinin kaçmasını yahut delilleri karartmasını önlemektir ve bu nedenle başvurulmaktadır."
Tutuklama işlemi için hangi yasal gereklilik bulunmaktadır?,"Tutuklama işlemi için mutlaka hâkim kararı gerekmekte olup, hâkim kararı olmaksızın kişi tutuklanamaz."
Ceza muhakemeleri kanununa göre tutuklamaya itiraz etme hakkı hangi aşamalarda geçerlidir?,"Ceza muhakemeleri kanununa göre tutuklamaya itiraz etme hakkı, ceza yargılaması sürecinin her aşamasında geçerlidir."
Şüpheli veya sanığın salıverilme istemleri hangi aşamalarda yapılabilir?,"Şüpheli veya sanığın salıverilme istemleri, soruşturma ve kovuşturma evrelerinin her aşamasında yapılabilir."
Tutukluluk hâlinin devamı veya salıverilmesi ile ilgili kararları kim verir?,Tutukluluk hâlinin devamı veya salıverilmesi ile ilgili kararları hakim veya mahkeme verir.
Salıverilme istemi hakkındaki kararlar hangi mahkemelerde incelenebilir?,"Salıverilme istemi hakkındaki kararlar, bölge adliye mahkemesi veya Yargıtay ilgili dairesi veya Yargıtay Ceza Genel Kurulu tarafından incelenebilir."
Yargıtay'a veya bölge adliye mahkemesine gelen dosyada salıverilme istemi hakkındaki karar nasıl verilir?,"Yargıtay'a veya bölge adliye mahkemesine gelen dosyada salıverilme istemi hakkındaki karar, dosya üzerinde yapılacak incelemeden sonra verilir ve bu karar re’sen de verilebilir."
Tutuklama kararına itiraz edebilecek kişiler arasında kimler bulunmaktadır?,"Tutuklama kararına itiraz edebilecek kişiler arasında şüpheli veya sanık, müdafi (avukat), yasal temsilci (kayyım, vasi veya veli) ve tutuklanan kişinin eşi bulunmaktadır."
Şüpheli veya sanığın avukatı tutuklama kararına itiraz edebilir mi?,"Evet, şüpheli veya sanığın avukatı, yani müdafi, tutuklama kararına itiraz edebilir."
Yasal temsilcinin tutuklama kararına itiraz etme yetkisi hangi durumlarda geçerlidir?,"Yasal temsilci, şüphelinin veya sanığın kayyımı, vasisi veya velisi olarak, onların açık arzusu olmaksızın tutuklama kararına itiraz edebilir."
Tutuklanan kişinin eşi tutuklama kararına itiraz edebilir mi?,"Evet, tutuklanan kişinin eşi de tutuklama kararına itiraz edebilir."
Tutuklama kararı verilmesi durumunda şüpheli veya sanığın hangi yasal yola başvurabileceği belirtilmiştir?,Tutuklama kararı verilmesi durumunda şüpheli veya sanık itiraz kanun yoluna başvurabilir.
Hâkim veya mahkeme kararına karşı itiraz süresi ne kadardır ve bu süre nasıl hesaplanır?,"Hâkim veya mahkeme kararına karşı itiraz süresi, ilgililerin kararı öğrendiği günden itibaren yedi (7) gün içinde başvurulmalıdır."
"7499 sayılı Kanunun 37 nci maddesi ile yapılan değişiklik, itiraz süresini nasıl etkilemiştir?","7499 sayılı Kanunun 37 nci maddesi ile yapılan değişiklikle, itiraz süresindeki 'yedi gün' ibaresi 'iki hafta' olarak değiştirilmiştir."
Tutuklama kararına itiraz nasıl yapılır ve hangi belgeler gereklidir?,"Tutuklama kararına itiraz, kararı veren mercie verilecek bir dilekçe veya tutanağa geçirilmek koşuluyla zabıt kâtibine beyanda bulunarak yapılır."
"Tutuklama kararına itiraz eden bir hâkim, itirazı yerinde görürse ne yapar?","Tutuklama kararına itiraz eden bir hâkim, itirazı yerinde görürse kararını düzeltir."
İtirazı incelemeye yetkili merciler hangi madde ile belirlenmiştir?,"İtirazı incelemeye yetkili merciler, CMK Madde 268/3 ile belirlenmiştir."
"Birden fazla sulh ceza hâkimliği varsa, itiraz hangi hâkimliğe yapılır?","Birden fazla sulh ceza hâkimliği varsa, itiraz numara olarak kendisini izleyen hâkimliğe yapılır."
Ağır ceza mahkemesinin bulunmadığı yerlerde itiraz hangi sulh ceza hâkimliğine yapılır?,"Ağır ceza mahkemesinin bulunmadığı yerlerde, itiraz yargı çevresinde görev yaptığı ağır ceza mahkemesinin bulunduğu yerdeki sulh ceza hâkimliğine yapılır."
Sulh ceza hâkimliğinin tutuklama kararlarına karşı yapılan itirazların incelenmesi hangi hâkime aittir?,"Sulh ceza hâkimliğinin tutuklama kararlarına karşı yapılan itirazların incelenmesi, yargı çevresinde bulunduğu asliye ceza mahkemesi hâkimine aittir."
Asliye ceza mahkemesi hâkimi tarafından verilen kararlara yapılacak itirazların incelenmesi hangi mahkeme tarafından yapılır?,"Asliye ceza mahkemesi hâkimi tarafından verilen kararlara yapılacak itirazların incelenmesi, yargı çevresinde bulundukları ağır ceza mahkemesince yapılır."
Ağır Ceza Mahkemesi tarafından verilen kararlara yapılacak itirazların incelenmesi nasıl bir süreç izler?,"Ağır Ceza Mahkemesi tarafından verilen kararlara yapılacak itirazların incelenmesi, o yerde ağır ceza mahkemesinin birden çok dairesinin bulunması hâlinde, numara olarak kendisini izleyen daireye; son numaralı daire için birinci daireye; o yerde ağır ceza mahkemesinin tek dairesi varsa, en yakın ağır ceza mahkemesine aittir."
Naip hâkim kararlarına yapılacak itirazların incelenmesi hangi mercilere aittir?,"Naip hâkim kararlarına yapılacak itirazların incelenmesi, mensup oldukları ağır ceza mahkemesi başkanına aittir."
Bölge Adliye Mahkemesi Ceza Dairelerinin kararlarına yapılan itirazlar nasıl incelenir?,"Bölge Adliye Mahkemesi Ceza Dairelerinin kararlarına yapılan itirazlar, üyenin kararını görevli olduğu dairenin başkanı, daire başkanı ile ceza dairesinin kararını numara itibarıyla izleyen ceza dairesi tarafından incelenir."
"Soruşturma evresinde tutukluluğun incelenmemesi durumunda, tutukluluğun devamı hakkında nasıl bir karar verilir?","Soruşturma evresinde tutukluluğun incelenmemesi durumunda, Cumhuriyet savcısının istemi üzerine sulh ceza hâkimi, 100 üncü madde hükümleri göz önünde bulundurularak, şüpheli veya müdafii dinlenilmek suretiyle karar verir."
